185.432423	0.443853	6.891862
185.421105	-8.041102	-5.563033
185.409787	2.409605	-6.180854
185.398470	-1.771897	-2.374603
185.387152	-5.491549	-3.588123
185.375834	-1.348244	3.678276
185.364516	-7.727050	7.596826
185.353198	0.553338	7.303576
185.341880	4.524859	-2.832457
185.330562	-9.272519	7.798402
185.319244	-0.099368	-9.412190
185.307926	8.364100	0.117270
185.296608	2.910315	-4.303398
185.285291	-4.013511	4.357676
185.273973	5.070433	2.186876
185.262655	-7.000521	5.764733
185.251337	12.157815	2.962640
185.240019	-9.730129	-6.704317
185.228701	15.892828	-3.630942
185.217383	1.950952	1.292682
185.206065	-11.172470	9.565929
185.194747	1.200446	-5.228784
185.183429	-1.575348	-0.589566
185.172112	-5.613796	-3.189125
185.160794	-11.654361	9.147738
185.149476	-4.286721	-4.001516
185.138158	2.892375	2.861492
185.126840	1.677096	7.579195
185.115522	-2.114905	1.918440
185.104204	-1.553257	6.813901
185.092886	5.620058	-4.259573
185.081568	-3.686613	6.980029
185.070250	-4.860970	0.253982
185.058933	5.057387	-18.647423
185.047615	-1.287904	8.861270
185.036297	9.857134	5.796985
185.024979	3.443120	9.024901
185.013661	4.353504	-0.958604
185.002343	5.432913	6.629117
184.991025	12.207237	10.362290
184.979707	0.139987	-15.771756
184.968389	3.902897	-5.605060
184.957072	-5.236936	-1.695328
184.945754	-2.197314	12.619243
184.934436	-2.168424	-3.092286
184.923118	6.309474	-0.470533
184.911800	9.929781	-0.606573
184.900482	1.292102	5.762776
184.889164	4.464473	-5.554592
184.877846	11.347769	10.681219
184.866528	-3.743361	0.259306
184.855210	14.006132	-0.007100
184.843893	-6.257079	0.408177
184.832575	-1.325609	-7.643951
184.821257	-0.537476	3.087021
184.809939	8.832243	-8.129339
184.798621	6.505520	5.972130
184.787303	5.575680	-5.460491
184.775985	-5.680008	6.658582
184.764667	-6.516325	0.735639
184.753349	-2.392951	-5.897826
184.742031	2.772521	6.174367
184.730714	-5.193356	5.895786
184.719396	3.009719	2.971040
184.708078	-1.673543	-12.180306
184.696760	4.672451	2.415071
184.685442	10.527067	2.461303
184.674124	-3.202488	5.238066
184.662806	-0.326596	-4.979558
184.651488	14.761233	7.189272
184.640170	-3.038761	-6.737639
184.628853	2.178798	-6.322263
184.617535	4.781532	-3.924220
184.606217	0.468417	-6.963900
184.594899	11.738976	2.329436
184.583581	3.565919	10.986952
184.572263	-5.379416	-4.306677
184.560945	7.134166	-12.552386
184.549627	4.456784	-4.000992
184.538309	-3.685503	5.723982
184.526991	-7.537339	-5.886535
184.515674	-7.470929	-0.673044
184.504356	0.690204	0.343138
184.493038	-3.676159	0.361773
184.481720	-7.543460	9.215035
184.470402	1.634899	-1.851742
184.459084	0.678023	-10.920418
184.447766	2.930633	-2.669000
184.436448	3.558837	12.395688
184.425130	6.115226	-5.674611
184.413812	-6.186383	-0.706080
184.402495	7.077701	8.500207
184.391177	3.710325	0.210517
184.379859	5.613672	-7.344872
184.368541	12.787275	-2.768471
184.357223	-7.769853	-8.667714
184.345905	-6.928302	3.956943
184.334587	2.759691	-3.344001
184.323269	0.037915	-6.504947
184.311951	-4.733690	3.555291
184.300634	6.400338	-8.834182
184.289316	-8.006561	-3.157949
184.277998	-3.459278	10.856179
184.266680	-9.934550	-2.622161
184.255362	3.615499	-6.400737
184.244044	-0.431621	-7.273472
184.232726	-1.452846	-3.470321
184.221408	4.659645	5.049227
184.210090	-3.644392	-0.261272
184.198772	0.560920	4.786205
184.187455	11.444291	2.603368
184.176137	-0.124139	-0.110448
184.164819	-0.493876	-17.400763
184.153501	0.082064	-3.876739
184.142183	1.774571	11.127987
184.130865	8.971348	5.687008
184.119547	3.249038	9.877061
184.108229	12.383086	2.801145
184.096911	-3.375571	-6.316567
184.085593	10.738633	6.959624
184.074276	-4.672010	3.643442
184.062958	1.200095	-3.991561
184.051640	-0.088386	-5.522298
184.040322	-0.014268	9.807760
184.029004	-2.057150	-13.258273
184.017686	3.392942	-3.488002
184.006368	-3.607039	0.481160
183.995050	-9.008641	11.519221
183.983732	5.448048	-14.731387
183.972414	-5.936937	-3.070588
183.961097	-7.329813	-5.095432
183.949779	4.250818	-11.917015
183.938461	-2.306971	-7.032327
183.927143	10.854418	3.588148
183.915825	3.462662	-5.074053
183.904507	6.185094	-1.344912
183.893189	-2.011899	-1.208931
183.881871	-6.550388	-6.645300
183.870553	1.279025	-1.373035
183.859236	-3.153461	0.375235
183.847918	-19.861919	1.241317
183.836600	9.292851	0.719591
183.825282	-5.213522	3.270491
183.813964	14.266173	-12.660259
183.802646	-5.277119	4.546264
183.791328	0.889702	-5.287664
183.780010	-6.343738	-1.071761
183.768692	-7.351331	5.512324
183.757374	7.578225	-5.782697
183.746057	-9.724027	4.037406
183.734739	2.729814	0.944823
183.723421	-6.991142	5.395999
183.712103	-7.464237	3.173672
183.700785	4.250809	-3.751006
