185.432423	-1.868136	-2.349014
185.421105	2.570003	-7.194302
185.409787	-7.380477	1.174855
185.398470	6.441628	-6.892473
185.387152	11.363274	-0.785074
185.375834	-12.835182	-2.008621
185.364516	2.735404	0.688315
185.353198	11.092624	2.238710
185.341880	-8.512179	-9.236360
185.330562	-8.934420	4.542927
185.319244	-0.110193	7.221334
185.307926	3.388230	3.711261
185.296608	-10.689954	14.987868
185.285291	9.135007	6.895107
185.273973	5.918026	5.558817
185.262655	2.633398	-4.997185
185.251337	9.291293	-11.556789
185.240019	-1.860855	-7.236690
185.228701	12.047609	-2.719522
185.217383	5.085359	8.088948
185.206065	2.285719	10.297743
185.194747	-13.810130	5.009693
185.183429	1.068885	-6.267394
185.172112	-4.941294	16.795961
185.160794	-5.017653	-2.057305
185.149476	1.032731	9.154822
185.138158	2.291473	-2.476090
185.126840	-0.733265	9.901578
185.115522	-2.710681	-3.885693
185.104204	2.454567	-9.863645
185.092886	6.302198	-10.689809
185.081568	-4.677290	-4.366883
185.070250	-3.390740	5.710711
185.058933	-16.580206	-3.517303
185.047615	-2.270042	4.655447
185.036297	-7.899031	-3.181009
185.024979	-0.327511	0.999358
185.013661	1.741052	-5.440299
185.002343	3.172356	0.002003
184.991025	-1.555826	9.645049
184.979707	4.298442	5.472867
184.968389	-1.756520	-5.416877
184.957072	1.502587	-3.057139
184.945754	-2.357408	-11.927278
184.934436	-2.355856	-12.886662
184.923118	-10.988891	-1.015959
184.911800	-5.833569	11.779346
184.900482	-7.303047	1.496490
184.889164	-10.236742	1.623078
184.877846	-3.459660	-10.590569
184.866528	0.934344	-15.608728
184.855210	4.702564	-5.568503
184.843893	8.455191	11.051782
184.832575	5.767758	0.679047
184.821257	-2.568255	3.402865
184.809939	5.486372	-8.745262
184.798621	1.428451	-5.009184
184.787303	-7.691086	-2.337448
184.775985	5.032212	3.964433
184.764667	4.731079	-4.510239
184.753349	3.089702	4.039862
184.742031	6.138911	-7.024035
184.730714	-15.858912	19.169588
184.719396	3.812982	-2.928965
184.708078	1.325940	-3.596676
184.696760	6.552643	-8.753363
184.685442	0.716652	4.529990
184.674124	-5.253586	-3.128604
184.662806	-4.377083	0.825589
184.651488	-6.847448	-8.852088
184.640170	-1.677952	8.547415
184.628853	-1.289014	-4.708584
184.617535	-6.183614	1.501048
184.606217	6.746515	-8.319394
184.594899	6.627132	-3.301162
184.583581	4.136115	-8.414774
184.572263	8.848930	3.219493
184.560945	-3.125794	-6.321052
184.549627	9.196491	13.380365
184.538309	3.298466	-9.959306
184.526991	-6.281588	8.264641
184.515674	7.420906	2.989802
